115,42,12,72,34,21,49,36,43,41,0,41,59,31,33,65,78,57,80,63,78,48,85,79,33,50,19,53,26,89,36,40,66,55,32,76,14,22,58,98,47,95,5,43,68,41,37,81,79,56,30,74,87,22,51,59,27,64,50,92,46,51,22,93,66,53,16,41,45,93,79,
84,49,39,36,17,37,66,67,52,29,41,0,21,16,61,28,79,22,59,33,84,19,63,81,71,65,58,62,19,61,7,67,26,39,70,46,55,63,26,68,9,69,40,2,53,5,41,62,71,31,19,35,59,19,61,19,67,67,49,83,23,65,63,73,25,37,35,61,16,62,76,
63,52,53,15,26,49,71,78,56,30,59,21,0,28,71,7,74,6,44,16,81,14,46,76,84,68,73,63,33,42,23,76,22,32,84,28,73,79,10,47,12,51,59,21,42,24,46,48,61,20,30,15,40,38,62,3,83,65,48,73,20,68,80,57,19,31,48,68,16,41,70,
85,34,25,41,4,22,50,52,37,16,31,16,28,0,45,34,66,26,53,33,70,17,58,68,56,49,45,47,5,59,8,51,41,30,56,46,45,50,27,68,17,67,31,18,45,20,26,56,60,26,3,44,58,15,46,29,55,53,35,73,17,49,52,67,40,28,20,45,14,63,64,
111,24,25,79,46,23,19,7,23,42,33,61,71,45,0,75,53,66,71,67,50,57,77,54,19,22,20,29,41,85,53,7,86,50,20,76,32,28,65,95,62,89,38,63,58,64,27,70,61,58,42,85,84,47,27,73,27,40,35,72,51,23,31,82,85,49,26,11,55,92,56,
56,55,59,7,31,54,73,82,58,33,65,28,7,34,75,0,72,8,39,12,80,18,40,74,89,70,79,64,39,35,30,79,26,31,89,21,79,85,10,40,20,44,65,28,39,32,49,44,58,19,36,11,33,46,64,10,89,65,49,69,23,69,86,51,22,31,54,71,21,34,68,
77,36,66,71,63,57,35,57,35,50,78,79,74,66,53,72,0,67,41,59,11,62,46,2,72,31,72,25,67,58,72,50,96,41,73,57,84,81,63,67,73,56,82,81,33,84,42,37,18,53,63,81,58,78,27,77,81,14,30,21,56,30,84,42,93,43,63,42,63,67,6,
61,47,51,14,23,45,65,73,50,25,57,22,6,26,66,8,67,0,38,11,75,9,41,69,81,63,70,57,31,38,23,71,29,26,80,24,71,77,4,45,13,47,58,23,36,27,41,43,55,14,27,19,36,38,57,9,80,59,42,67,15,62,78,52,25,25,45,63,12,39,63,
40,46,69,35,49,60,59,78,48,39,80,59,44,53,71,39,41,38,0,27,52,40,6,43,90,55,84,47,57,17,56,72,66,25,91,19,91,93,34,26,50,18,82,60,12,64,46,5,23,28,52,46,17,68,48,47,95,41,36,31,37,54,95,14,62,26,63,62,43,26,35,
52,45,55,13,29,48,63,74,48,25,63,33,16,33,67,12,59,11,27,0,68,15,30,61,83,60,74,53,37,27,31,70,38,20,83,13,77,81,7,35,24,36,64,34,26,38,40,32,45,9,33,22,25,46,53,20,84,52,38,57,17,59,83,41,35,20,49,61,19,30,55,
88,38,66,80,68,58,31,52,35,55,78,84,81,70,50,80,11,75,52,68,0,69,57,9,67,28,70,24,70,69,77,45,103,49,69,67,82,78,71,78,80,67,82,87,43,89,45,48,29,61,67,90,69,81,26,85,77,16,35,31,63,27,81,54,100,50,64,39,70,78,17,
68,39,41,23,14,36,57,64,42,16,48,19,14,17,57,18,62,9,40,15,69,0,44,65,71,55,61,50,22,43,16,62,34,21,71,29,62,67,9,51,11,51,49,20,34,24,32,43,52,12,18,28,41,31,49,16,71,53,35,65,6,54,69,54,31,19,36,54,3,46,59,
34,53,75,35,54,66,66,84,54,44,85,63,46,58,77,40,46,41,6,30,57,44,0,48,96,62,91,53,62,12,60,78,67,30,97,19,97,99,37,21,54,11,88,64,19,68,52,9,28,32,57,46,13,73,54,50,101,46,42,33,41,60,101,10,63,32,69,68,47,21,40,
79,37,67,73,65,59,35,57,36,52,79,81,76,68,54,74,2,69,43,61,9,65,48,0,72,31,73,26,68,60,74,50,98,43,74,60,85,81,65,69,75,58,84,83,35,86,44,39,20,55,64,84,60,80,28,79,81,15,32,22,58,30,84,44,95,45,64,42,65,69,8,
129,43,32,95,58,35,37,14,42,58,33,71,84,56,19,89,72,81,90,83,67,71,96,72,0,40,13,48,52,104,64,21,97,68,2,93,24,15,80,114,74,108,37,73,77,73,45,89,80,74,54,100,102,54,46,86,12,59,54,91,67,42,18,101,96,66,36,30,68,110,75,
96,16,39,73,48,33,4,26,13,38,50,65,68,49,22,70,31,63,55,60,28,55,62,31,40,0,42,8,48,71,57,19,88,40,42,65,54,50,60,82,63,73,55,67,43,69,23,53,41,51,46,81,71,58,7,71,50,18,22,50,48,1,53,64,86,40,38,11,54,80,34,
123,39,19,85,47,25,39,20,39,49,19,58,73,45,20,79,72,70,84,74,70,61,91,73,13,42,0,47,40,96,52,25,84,60,12,85,13,8,70,106,62,102,24,60,72,60,38,84,78,65,43,89,95,41,45,74,10,59,50,90,57,43,11,96,84,59,25,31,58,102,74,
87,13,42,66,45,34,12,34,11,34,53,62,63,47,29,64,25,57,47,53,24,50,53,26,48,8,47,0,46,63,55,27,84,33,49,57,59,56,54,73,59,65,58,64,35,67,21,45,32,44,43,75,62,57,2,66,56,11,15,42,43,7,59,55,81,33,39,17,49,71,27,
89,33,20,46,8,18,48,48,36,19,26,19,33,5,41,39,67,31,57,37,70,22,62,68,52,48,40,46,0,64,12,48,45,33,51,50,40,46,32,73,21,71,27,21,48,22,25,59,62,31,5,49,62,12,45,34,50,54,36,75,21,48,47,71,44,31,16,42,19,68,65,
26,61,79,28,55,71,75,92,63,48,89,61,42,59,85,35,58,38,17,27,69,43,12,60,104,71,96,63,64,0,59,87,60,36,104,14,101,104,34,10,51,9,91,61,28,65,59,21,40,33,59,37,2,74,64,45,107,57,51,45,42,70,106,20,56,37,74,77,46,9,52,
84,42,32,37,9,30,59,60,45,22,36,7,23,8,53,30,72,23,56,31,77,16,60,74,64,57,52,55,12,59,0,59,33,34,63,45,50,57,25,67,10,67,35,9,48,12,34,59,65,28,12,38,57,15,54,23,61,61,42,78,19,57,58,70,32,32,28,53,13,62,70,
112,26,32,83,51,29,15,7,24,46,40,67,76,51,7,79,50,71,72,70,45,62,78,50,21,19,25,27,48,87,59,0,92,52,23,78,39,33,69,97,67,90,45,69,59,70,30,71,60,61,47,90,86,54,25,78,32,38,36,69,56,20,36,82,90,51,33,10,60,94,53,
78,72,65,32,41,63,90,93,75,49,66,26,22,41,86,26,96,29,66,38,103,34,67,98,97,88,84,84,45,60,33,92,0,54,96,48,80,88,33,64,25,70,64,24,65,24,64,70,84,43,44,24,58,44,83,19,93,87,69,95,40,87,89,78,4,53,61,85,34,58,92,
62,26,44,33,26,35,43,57,28,14,55,39,32,30,50,31,41,26,25,20,49,21,30,43,68,40,60,33,33,36,34,52,54,0,68,26,66,68,22,46,32,41,57,41,15,44,23,26,31,12,28,42,34,45,33,35,71,33,18,44,15,39,71,38,51,2,38,43,22,42,38,
130,44,31,94,58,35,38,16,43,58,32,70,84,56,20,89,73,80,91,83,69,71,97,74,2,42,12,49,51,104,63,23,96,68,0,93,22,13,80,114,73,108,36,72,78,72,45,90,81,74,53,99,103,53,47,85,9,60,55,92,67,43,15,102,95,67,35,31,68,111,76,
39,52,67,16,42,59,68,83,54,36,76,46,28,46,76,21,57,24,19,13,67,29,19,60,93,65,85,57,50,14,45,78,48,26,93,0,89,92,20,22,37,23,77,47,24,51,48,24,41,19,46,27,12,60,57,31,95,54,43,50,29,63,94,29,44,26,61,68,32,17,52,
127,49,22,86,48,30,51,33,49,53,14,55,73,45,32,79,84,71,91,77,82,62,97,85,24,54,13,59,40,101,50,39,80,66,22,89,0,9,72,111,61,107,16,57,79,56,46,92,88,69,44,89,100,36,57,73,14,70,58,100,60,55,9,104,80,64,27,43,59,106,85,
130,48,26,91,53,33,47,26,48,56,22,63,79,50,28,85,81,77,93,81,78,67,99,81,15,50,8,56,46,104,57,33,88,68,13,92,9,0,77,114,67,110,25,64,80,63,46,93,87,73,49,95,103,44,54,80,5,67,58,98,64,51,3,105,88,67,31,39,64,110,83,
58,45,51,14,24,45,63,72,48,23,58,26,10,27,65,10,63,4,34,7,71,9,37,65,80,60,70,54,32,34,25,69,33,22,80,20,72,77,0,42,17,43,59,27,32,31,39,38,51,10,28,21,32,40,54,14,81,55,39,62,13,59,79,47,29,21,45,61,13,36,59,
16,71,89,33,64,81,86,102,73,58,98,68,47,68,95,40,67,45,26,35,78,51,21,69,114,82,106,73,73,10,67,97,64,46,114,22,111,114,42,0,58,11,100,68,38,72,69,30,49,42,68,40,11,82,74,50,117,67,61,52,51,80,116,26,60,47,83,87,55,6,61,
75,47,42,27,16,39,64,69,50,24,47,9,12,17,62,20,73,13,50,24,80,11,54,75,74,63,62,59,21,51,10,67,25,32,73,37,61,67,17,58,0,60,46,10,45,14,39,54,64,23,20,28,49,26,58,12,72,63,45,76,17,62,68,64,23,30,37,60,9,53,70,
22,64,85,37,63,77,77,96,66,54,95,69,51,67,89,44,56,47,18,36,67,51,11,58,108,73,102,65,71,9,67,90,70,41,108,23,107,110,43,11,60,0,97,70,30,74,63,20,38,40,66,46,11,82,66,54,112,58,54,41,50,72,112,14,65,43,80,80,54,14,50,
116,46,16,72,35,25,54,41,47,43,5,40,59,31,38,65,82,58,82,64,82,49,88,84,37,55,24,58,27,91,35,45,64,57,36,77,16,25,59,100,46,97,0,41,71,40,41,84,83,57,31,74,89,21,56,59,30,68,54,96,48,56,25,96,65,55,20,46,46,95,83,
84,51,41,36,19,39,68,69,54,31,43,2,21,18,63,28,81,23,60,34,87,20,64,83,73,67,60,64,21,61,9,69,24,41,72,47,57,64,27,68,10,70,41,0,55,4,44,64,72,32,21,34,59,20,63,19,69,70,51,85,25,67,65,74,23,39,37,63,18,62,78,
53,33,57,38,41,48,47,65,35,29,68,53,42,45,58,39,33,36,12,26,43,34,19,35,77,43,72,35,48,28,48,59,65,15,78,24,79,80,32,38,45,30,71,55,0,58,33,12,19,22,43,48,27,60,35,46,82,30,23,30,29,42,83,24,61,17,52,49,36,36,28,
88,54,41,39,21,40,70,70,57,34,41,5,24,20,64,32,84,27,64,38,89,24,68,86,73,69,60,67,22,65,12,70,24,44,72,51,56,63,31,72,14,74,40,4,58,0,46,68,76,36,23,37,63,19,66,22,68,73,54,89,29,69,64,78,25,42,37,65,22,66,82,
85,7,25,52,24,16,25,34,10,16,37,41,46,26,27,49,42,41,46,40,45,32,52,44,45,23,38,21,25,59,34,30,64,23,45,48,46,46,39,69,39,63,41,44,33,46,0,46,42,31,22,60,57,36,19,48,49,29,13,55,26,23,49,58,62,21,21,22,30,65,42,
42,46,70,40,52,61,57,77,47,41,81,62,48,56,70,44,37,43,5,32,48,43,9,39,89,53,84,45,59,21,59,71,70,26,90,24,92,93,38,30,54,20,84,64,12,68,46,0,19,31,54,50,21,71,46,52,95,37,35,26,40,52,95,12,66,28,65,61,46,30,31,
59,38,67,56,57,58,45,66,39,44,79,71,61,60,61,58,18,55,23,45,29,52,28,20,80,41,78,32,62,40,65,60,84,31,81,41,88,87,51,49,64,38,83,72,19,76,42,19,0,41,58,67,40,74,34,65,88,22,29,13,47,39,89,25,80,33,63,50,54,49,12,
58,36,47,22,22,40,54,65,39,16,56,31,20,26,58,19,53,14,28,9,61,12,32,55,74,51,65,44,31,33,28,61,43,12,74,19,69,73,10,42,23,40,57,32,22,36,31,31,41,0,26,30,31,41,44,24,76,45,29,53,9,50,75,42,39,11,41,52,15,37,49,
85,30,23,42,4,19,47,49,33,14,30,19,30,3,42,36,63,27,52,33,67,18,57,64,54,46,43,43,5,59,12,47,44,28,53,46,44,49,28,68,20,66,31,21,43,23,22,54,58,26,0,46,57,17,42,31,53,50,32,71,16,45,50,66,43,26,18,41,15,63,61,
54,66,69,10,41,64,84,93,69,44,74,35,15,44,85,11,81,19,46,22,90,28,46,84,100,81,89,75,49,37,38,90,24,42,99,27,89,95,21,40,28,46,74,34,48,37,60,50,67,30,46,0,35,54,74,15,99,75,60,77,34,80,96,56,20,41,64,82,31,34,77,
27,60,78,26,54,70,75,91,62,46,87,59,40,58,84,33,58,36,17,25,69,41,13,60,102,71,95,62,62,2,57,86,58,34,103,12,100,103,32,11,49,11,89,59,27,63,57,21,40,31,57,35,0,72,63,43,106,57,50,46,41,69,105,21,54,36,72,76,44,9,52,
99,44,23,53,19,25,58,53,46,31,22,19,38,15,47,46,78,38,68,46,81,31,73,80,54,58,41,57,12,74,15,54,44,45,53,60,36,44,40,82,26,82,21,20,60,19,36,71,74,41,17,54,72,0,56,38,49,65,48,88,32,58,45,82,44,43,21,51,27,77,77,
88,12,40,66,44,32,11,32,9,33,51,61,62,46,27,64,27,57,48,53,26,49,54,28,46,7,45,2,45,64,54,25,83,33,47,57,57,54,54,74,58,66,56,63,35,66,19,46,34,44,42,74,63,56,0,65,54,13,15,44,42,6,57,56,80,33,37,16,48,72,29,
65,55,54,17,27,50,73,80,58,32,59,19,3,29,73,10,77,9,47,20,85,16,50,79,86,71,74,66,34,45,23,78,19,35,85,31,73,80,14,50,12,54,59,19,46,22,48,52,65,24,31,15,43,38,65,0,84,68,51,76,23,70,81,60,15,34,49,70,18,44,73,
133,49,29,95,57,36,46,25,49,59,27,67,83,55,27,89,81,80,95,84,77,71,101,81,12,50,10,56,50,107,61,32,93,71,9,95,14,5,81,117,72,112,30,69,82,68,49,95,88,76,53,99,106,49,54,84,0,68,60,99,67,51,6,107,93,70,35,39,68,113,83,
80,22,52,65,51,43,23,45,21,38,64,67,65,53,40,65,14,59,41,52,16,53,46,15,59,18,59,11,54,57,61,38,87,33,60,54,70,67,55,67,63,58,68,70,30,73,29,37,22,45,50,75,57,65,13,68,68,0,18,31,46,17,70,47,84,34,49,29,53,66,15,
76,10,38,51,32,29,25,42,12,20,50,49,48,35,35,49,30,42,36,38,35,35,42,32,54,22,50,15,36,51,42,36,69,18,55,43,58,58,39,61,45,54,54,51,23,54,13,35,29,29,32,60,50,48,15,51,60,18,0,42,28,21,61,47,66,18,34,26,35,58,29,
60,50,80,66,70,71,54,76,50,57,92,83,73,73,72,69,21,67,31,57,31,65,33,22,91,50,90,42,75,45,78,69,95,44,92,50,100,98,62,52,76,41,96,85,30,89,55,26,13,53,71,77,46,88,44,76,99,31,42,0,60,49,101,26,92,46,76,60,67,54,16,
68,32,38,27,13,31,50,59,35,10,46,23,20,17,51,23,56,15,37,17,63,6,41,58,67,48,57,43,21,42,19,56,40,15,67,29,60,64,13,51,17,50,48,25,29,29,26,40,47,9,16,34,41,32,42,23,67,46,28,60,0,47,66,51,38,13,32,48,7,47,53,
94,15,40,72,48,33,5,27,12,38,51,65,68,49,23,69,30,62,54,59,27,54,60,30,42,1,43,7,48,70,57,20,87,39,43,63,55,51,59,80,62,72,56,67,42,69,23,52,39,50,45,80,69,58,6,70,51,17,21,49,47,0,54,62,85,39,38,12,53,78,33,
133,51,27,93,55,35,50,29,50,58,22,63,80,52,31,86,84,78,95,83,81,69,101,84,18,53,11,59,47,106,58,36,89,71,15,94,9,3,79,116,68,112,25,65,83,64,49,95,89,75,50,96,105,45,57,81,6,70,61,101,66,54,0,107,89,69,33,42,66,112,86,
34,57,82,46,63,73,68,88,58,52,93,73,57,67,82,51,42,52,14,41,54,54,10,44,101,64,96,55,71,20,70,82,78,38,102,29,104,105,47,26,64,14,96,74,24,78,58,12,25,42,66,56,21,82,56,60,107,47,47,26,51,62,107,0,74,40,77,72,57,28,36,
74,69,64,28,39,62,87,92,73,47,66,25,19,40,85,22,93,25,62,35,100,31,63,95,96,86,84,81,44,56,32,90,4,51,95,44,80,88,29,60,23,65,65,23,61,25,62,66,80,39,43,20,54,44,80,15,93,84,66,92,38,85,89,74,0,50,60,83,31,54,89,
63,25,42,33,24,34,43,56,28,12,53,37,31,28,49,31,43,25,26,20,50,19,32,45,66,40,59,33,31,37,32,51,53,2,67,26,64,67,21,47,30,43,55,39,17,42,21,28,33,11,26,41,36,43,33,34,70,34,18,46,13,39,69,40,50,0,37,42,21,43,39,
100,26,5,60,22,5,37,32,28,25,16,35,48,20,26,54,63,45,63,49,64,36,69,64,36,38,25,39,16,74,28,33,61,38,35,61,27,31,45,83,37,80,20,37,52,37,21,65,63,41,18,64,72,21,37,49,35,49,34,76,32,38,33,77,60,37,0,30,33,79,63,
102,16,30,74,44,25,8,16,14,38,41,61,68,45,11,71,42,63,62,61,39,54,68,42,30,11,31,17,42,77,53,10,85,43,31,68,43,39,61,87,60,80,46,63,49,65,22,61,50,52,41,82,76,51,16,70,39,29,26,60,48,12,42,72,83,42,30,0,52,85,44,
71,37,38,27,10,33,56,62,41,15,45,16,16,14,55,21,63,12,43,19,70,3,47,65,68,54,58,49,19,46,13,60,34,22,68,32,59,64,13,55,9,54,46,18,36,22,30,46,54,15,15,31,44,27,48,18,68,53,35,67,7,53,66,57,31,21,33,52,0,49,60,
21,68,84,27,59,77,83,99,70,53,93,62,41,63,92,34,67,39,26,30,78,46,21,69,110,80,102,71,68,9,62,94,58,42,111,17,106,110,36,6,53,14,95,62,36,66,65,30,49,37,63,34,9,77,72,44,113,66,58,54,47,78,112,28,54,43,79,85,49,0,61,
71,37,67,66,61,58,38,60,36,48,79,76,70,64,56,68,6,63,35,55,17,59,40,8,75,34,74,27,65,52,70,53,92,38,76,52,85,83,59,61,70,50,83,78,28,82,42,31,12,49,61,77,52,77,29,73,83,15,29,16,53,33,86,36,89,39,63,44,60,61,0,
