69,64,68,58,30,31,56,41,28,27,66,38,41,23,68,38,32,36,36,24,34,25,0,42,45,34,69,27,28,45,18,20,19,14,60,33,33,15,17,46,58,23,40,76,62,16,60,64,44,37,77,
102,47,48,19,67,53,17,9,48,63,24,73,30,47,28,26,57,27,36,55,10,59,42,0,73,52,66,66,70,33,55,23,47,39,91,51,73,53,57,52,24,22,43,60,21,29,20,38,26,71,63,
98,108,112,92,22,19,90,66,73,62,92,15,50,26,90,51,15,80,82,65,70,63,45,73,0,21,115,26,53,89,28,53,64,60,92,78,60,30,31,92,75,51,36,120,94,60,82,105,87,14,122,
98,91,94,72,27,5,70,45,62,58,71,28,29,11,69,30,8,63,67,58,51,58,34,52,21,0,101,29,53,72,23,34,53,48,90,68,60,24,28,79,54,32,15,104,73,44,61,87,69,25,106,
74,23,27,58,97,99,58,75,43,62,77,106,92,91,86,87,101,40,34,54,58,58,69,66,115,101,0,94,76,33,87,68,52,55,65,38,73,84,84,23,89,73,100,21,65,56,82,38,40,105,17,
72,91,95,83,4,24,81,62,50,37,89,13,53,23,89,52,22,63,63,41,59,38,27,66,26,29,94,0,27,72,11,43,41,40,66,56,34,13,9,70,76,44,44,102,87,44,81,91,72,12,103,
45,79,85,83,31,48,81,70,34,13,94,38,69,43,97,66,47,57,52,22,60,17,28,70,53,53,76,27,0,63,29,48,28,32,39,38,7,28,24,53,87,52,64,89,88,41,89,84,66,39,89,
81,19,23,29,75,71,29,42,30,52,48,84,60,63,56,55,74,9,11,42,25,47,45,33,89,72,33,72,63,0,63,38,35,32,70,29,64,60,62,22,56,42,68,31,37,29,50,21,7,82,33,
75,82,86,72,12,18,70,51,45,36,78,20,43,14,78,42,18,54,55,37,49,36,18,55,28,23,87,11,29,63,0,32,35,32,67,50,36,2,5,64,65,33,35,94,76,34,70,81,62,18,95,
86,57,60,41,44,34,38,21,37,45,46,51,26,26,48,21,37,29,34,39,17,42,20,23,53,34,68,43,48,38,32,0,31,23,76,41,53,30,34,49,38,5,31,70,44,14,40,52,34,49,72,
55,51,57,57,45,50,55,50,9,17,70,54,57,42,75,52,51,29,24,8,36,13,19,47,64,53,52,41,28,35,35,31,0,8,45,14,29,33,32,29,68,36,58,62,63,18,67,56,38,53,62,
63,51,55,51,43,45,49,42,15,24,63,52,49,37,68,44,46,25,23,16,29,20,14,39,60,48,55,40,32,32,32,23,8,0,53,20,34,29,30,32,60,28,51,62,56,10,59,53,34,50,63,
10,79,85,98,70,86,97,95,43,32,114,77,101,80,120,97,85,69,60,37,81,34,60,91,92,90,65,66,39,70,67,76,45,53,0,41,32,66,62,50,113,81,99,84,105,64,112,89,76,78,82,
52,42,48,56,59,65,55,57,5,25,72,69,68,57,79,63,66,27,18,16,41,20,33,51,78,68,38,56,38,29,50,41,14,20,41,0,37,47,47,15,74,46,71,51,63,27,72,49,34,68,50,
38,79,84,86,38,55,84,74,34,12,97,45,75,50,101,72,54,58,53,22,64,17,33,73,60,60,73,34,7,64,36,53,29,34,32,37,0,35,31,51,92,57,70,88,91,44,93,85,67,46,87,
74,79,84,70,14,20,68,49,42,34,76,23,43,14,77,41,20,51,52,35,46,34,15,53,30,24,84,13,28,60,2,30,33,29,66,47,35,0,5,61,64,31,35,91,74,31,68,79,59,21,92,
70,81,85,74,12,24,72,54,42,31,80,21,48,19,81,46,23,54,53,33,50,32,17,57,31,28,84,9,24,62,5,34,32,30,62,47,31,5,0,61,69,35,40,93,78,34,73,81,62,20,94,
60,29,35,52,74,77,52,60,19,40,70,83,75,69,78,70,79,25,16,31,43,35,46,52,92,79,23,70,53,22,64,49,29,32,50,15,51,61,61,0,76,54,80,36,59,35,72,39,30,82,35,
124,69,68,34,76,57,32,17,71,83,21,80,25,53,15,24,61,51,60,76,34,79,58,24,75,54,89,76,87,56,65,38,68,60,113,74,92,64,69,76,0,34,39,80,30,49,10,57,49,77,84,
91,60,63,41,45,32,39,18,42,49,45,51,21,25,46,16,35,33,39,43,19,46,23,22,51,32,73,44,52,42,33,5,36,28,81,46,57,31,35,54,34,0,26,73,43,19,37,55,37,48,75,
108,86,89,62,42,20,60,34,66,66,58,44,14,21,55,17,23,60,65,64,44,65,40,43,36,15,100,44,64,68,35,31,58,51,99,71,70,35,40,80,39,26,0,99,62,44,48,80,64,41,102,
94,13,12,47,106,103,48,69,54,76,65,115,89,95,75,85,106,41,39,67,55,71,76,60,120,104,21,102,89,31,94,70,62,62,84,51,88,91,93,36,80,73,99,0,53,60,72,24,35,113,4,
116,42,41,7,88,74,7,28,62,80,12,95,48,69,22,44,78,36,45,71,28,76,62,21,94,73,65,87,88,37,76,44,63,56,105,63,91,74,78,59,30,43,62,53,0,47,20,29,29,92,57,
74,48,52,42,46,43,40,31,23,34,53,55,40,35,57,35,45,20,22,26,19,30,16,29,60,44,56,44,41,29,34,14,18,10,64,27,44,31,34,35,49,19,44,60,47,0,49,47,28,53,62,
123,61,60,25,81,64,24,18,69,83,11,87,33,60,8,31,68,46,55,75,31,79,60,20,82,61,82,81,89,50,70,40,67,59,112,72,93,68,73,72,10,37,48,72,20,49,0,48,43,84,76,
100,14,12,23,94,87,24,47,51,73,41,102,68,79,51,64,90,27,32,63,36,68,64,38,105,87,38,91,84,21,81,52,56,53,89,49,85,79,81,39,57,55,80,24,29,47,48,0,19,100,28,
87,22,25,22,74,68,22,35,34,55,40,83,54,61,48,49,71,9,16,45,19,50,44,26,87,69,40,72,66,7,62,34,38,34,76,34,67,59,62,30,49,37,64,35,29,28,43,19,0,81,38,
84,101,105,89,8,21,87,66,62,49,93,3,53,24,92,53,17,73,73,53,66,51,37,71,14,25,105,12,39,82,18,49,53,50,78,68,46,21,20,82,77,48,41,113,92,53,84,100,81,0,114,
91,15,16,51,106,105,52,73,54,75,69,115,92,97,79,87,107,43,40,66,58,71,77,63,122,106,17,103,89,33,95,72,62,63,82,50,87,92,94,35,84,75,102,4,57,62,76,28,38,114,0,
