76,55,46,40,36,30,31,24,60,20,0,4,19,63,23,12,31,38,27,2,32,58,28,39,57,33,37,43,47,20,36,8,40,26,62,30,34,16,37,41,43,41,23,48,48,15,48,5,70,24,33,46,7,44,15,53,26,50,27,15,25,
73,56,50,41,34,27,35,21,62,24,4,0,22,64,19,13,35,34,31,2,29,54,29,41,62,31,38,44,45,23,33,5,37,27,59,27,34,19,34,38,47,37,22,45,52,15,45,6,72,20,35,42,11,45,15,55,26,50,24,18,23,
77,38,28,26,34,40,32,30,40,22,19,22,0,45,41,12,37,56,16,20,52,61,43,19,49,31,21,24,45,7,55,27,59,42,61,35,19,4,43,60,30,59,19,47,34,12,52,25,50,31,13,55,17,24,34,33,45,37,46,28,45,
74,9,37,24,46,66,74,58,14,66,63,64,45,0,80,51,80,94,54,63,92,69,88,28,75,46,26,21,49,50,94,70,99,88,61,58,30,49,63,99,55,94,45,53,56,49,64,69,18,59,32,75,62,22,79,15,90,22,84,74,87,
70,71,69,55,40,22,50,24,79,41,23,19,41,80,0,30,48,15,50,21,12,50,34,60,79,38,54,61,48,43,14,16,19,29,58,28,50,39,31,19,66,18,34,47,71,32,41,20,89,23,53,33,30,63,18,72,24,62,5,30,11,
69,43,40,28,26,28,37,19,49,25,12,13,12,51,30,0,40,45,26,12,41,52,40,29,59,23,25,31,38,16,45,18,49,38,54,25,21,11,32,50,41,47,12,39,46,3,43,18,59,19,23,43,14,33,27,42,39,38,35,26,36,
108,75,49,63,67,62,7,56,71,15,31,35,37,80,48,40,0,59,26,33,50,90,19,52,36,64,58,59,78,31,55,34,57,24,93,62,56,33,69,59,34,64,52,79,37,42,80,30,79,55,49,77,26,58,29,66,31,75,50,18,42,
73,84,84,69,51,30,63,36,94,55,38,34,56,94,15,45,59,0,65,36,9,54,42,75,93,49,68,76,57,58,5,30,8,37,64,38,64,54,38,7,80,5,48,55,85,47,47,34,104,35,68,35,44,78,30,87,30,75,10,43,16,
93,49,24,39,50,54,20,45,44,14,27,31,16,54,50,26,26,65,0,29,58,77,39,26,33,47,33,33,61,9,63,34,66,41,77,50,33,14,58,67,16,68,35,63,21,27,68,30,53,45,23,69,20,32,37,39,45,51,54,26,50,
74,55,48,40,35,28,33,22,60,22,2,2,20,63,21,12,33,36,29,0,31,56,29,40,60,32,37,43,45,21,35,7,38,27,60,28,34,17,35,40,45,39,22,46,50,14,46,6,70,22,33,44,9,44,15,53,27,50,26,17,24,
79,83,79,67,53,33,55,36,91,47,32,29,52,92,12,41,50,9,58,31,0,59,33,71,85,50,66,73,60,52,5,24,7,28,69,40,62,49,42,9,73,15,46,58,78,43,52,27,101,35,64,41,38,75,22,84,21,74,8,35,8,
19,60,83,50,28,29,89,33,78,77,58,54,61,69,50,52,90,54,77,56,59,0,82,67,110,30,54,63,20,67,58,57,62,78,12,27,51,62,20,61,91,50,41,16,95,50,9,60,86,34,62,19,64,66,65,72,74,46,52,72,61,
101,81,63,67,64,53,26,49,82,24,28,29,43,88,34,40,19,42,39,29,33,82,0,61,55,61,63,67,74,38,38,25,39,5,88,56,60,38,61,41,50,48,51,74,54,43,73,23,91,49,56,67,26,67,16,76,12,78,35,14,26,
80,23,15,19,39,53,46,43,20,38,39,41,19,28,60,29,52,75,26,40,71,67,61,0,51,38,13,7,48,22,74,47,78,62,64,47,16,23,54,79,30,76,30,52,32,28,60,45,30,45,6,67,36,6,54,14,65,29,65,47,65,
126,74,38,69,83,87,30,78,62,38,57,62,49,75,79,59,36,93,33,60,85,110,55,51,0,81,63,58,94,43,90,63,92,60,111,84,64,48,92,94,21,97,69,97,18,60,102,59,66,79,52,103,50,56,63,60,66,80,83,50,77,
46,37,53,23,3,20,61,13,51,49,33,31,31,46,38,23,64,49,47,32,50,30,61,38,81,0,26,35,14,38,51,36,56,58,30,12,22,33,16,56,60,49,12,16,65,21,22,37,61,15,32,29,38,38,46,44,57,25,42,48,48,
66,18,29,6,27,44,52,34,26,43,37,38,21,26,54,25,58,68,33,37,66,54,63,13,63,26,0,9,35,27,69,44,73,62,51,36,4,25,42,74,41,69,21,39,45,23,48,43,36,35,10,55,37,12,53,19,64,17,59,49,61,
74,16,22,13,36,52,53,43,18,44,43,44,24,21,61,31,59,76,33,43,73,63,67,7,58,35,9,0,43,28,76,50,80,67,59,45,13,28,51,81,37,77,29,47,40,29,57,48,28,44,10,64,41,3,58,10,69,22,66,52,67,
32,40,64,30,11,26,76,25,58,64,47,45,45,49,48,38,78,57,61,45,60,20,74,48,94,14,35,43,0,52,60,49,64,71,16,20,32,47,18,64,74,55,26,4,78,35,15,51,66,26,44,28,52,47,59,52,69,26,51,62,59,
84,44,26,32,41,45,25,36,43,16,20,23,7,50,43,16,31,58,9,21,52,67,38,22,43,38,27,28,52,0,57,28,60,39,68,41,25,5,49,61,24,61,26,54,29,17,59,25,52,36,18,60,15,28,33,37,43,44,48,24,45,
77,85,83,70,54,33,60,38,94,52,36,33,55,94,14,45,55,5,63,35,5,58,38,74,90,51,69,76,60,57,0,28,4,33,68,40,65,53,41,5,78,10,48,58,83,47,51,32,104,36,68,39,42,78,27,87,26,76,9,40,13,
76,62,55,47,39,28,35,24,67,25,8,5,27,70,16,18,34,30,34,7,24,57,25,47,63,36,44,50,49,28,28,0,32,22,62,30,40,24,36,33,50,34,27,49,55,21,48,4,77,23,41,43,14,51,10,60,21,56,20,16,17,
81,90,87,74,58,37,62,42,98,54,40,37,59,99,19,49,57,8,66,38,7,62,39,78,92,56,73,80,64,60,4,32,0,33,72,45,69,56,46,2,81,13,53,62,86,51,55,35,108,41,72,43,45,82,29,91,26,80,14,42,15,
97,80,65,66,61,49,30,46,83,27,26,27,42,88,29,38,24,37,41,27,28,78,5,62,60,58,62,67,71,39,33,22,33,0,84,52,59,38,57,36,53,42,49,71,58,41,69,21,92,45,56,62,26,67,12,76,7,76,30,15,21,
15,53,80,45,27,36,91,38,71,79,62,59,61,61,58,54,93,64,77,60,69,12,88,64,111,30,51,59,16,68,68,62,72,84,0,32,48,63,27,71,90,60,42,14,94,51,17,65,79,39,60,30,67,62,72,66,81,39,61,77,69,
46,49,61,34,13,8,61,6,62,49,30,27,35,58,28,25,62,38,50,28,40,27,56,47,84,12,36,45,20,41,40,30,45,52,32,0,32,36,7,45,65,37,17,19,70,23,18,33,72,6,41,20,36,48,39,55,49,37,32,45,39,
64,21,31,7,23,39,51,29,30,41,34,34,19,30,50,21,56,64,33,34,62,51,60,16,64,22,4,13,32,25,65,40,69,59,48,32,0,23,38,70,43,65,16,35,46,19,44,39,40,31,12,51,34,16,49,23,61,18,55,46,57,
79,42,30,30,36,40,29,30,44,18,16,19,4,49,39,11,33,54,14,17,49,62,38,23,48,33,25,28,47,5,53,24,56,38,63,36,23,0,43,58,29,57,21,49,34,12,53,22,54,31,17,55,13,28,31,37,41,41,44,24,42,
40,53,68,39,17,9,68,13,68,56,37,34,43,63,31,32,69,38,58,35,42,20,61,54,92,16,42,51,18,49,41,36,46,57,27,7,38,43,0,45,73,36,24,16,78,31,11,39,77,13,48,13,43,54,45,61,54,41,34,52,42,
80,90,88,75,58,37,64,42,99,56,41,38,60,99,19,50,59,7,67,40,9,61,41,79,94,56,74,81,64,61,5,33,2,36,71,45,70,58,45,0,83,11,53,62,88,52,54,37,109,41,73,42,47,83,31,92,29,81,14,44,17,
106,53,19,48,63,69,26,60,43,27,43,47,30,55,66,41,34,80,16,45,73,91,50,30,21,60,41,37,74,24,78,50,81,53,90,65,43,29,73,83,0,84,49,76,5,42,82,46,49,61,31,85,36,35,52,40,59,59,70,40,66,
69,84,87,69,50,28,68,36,95,59,41,37,59,94,18,47,64,5,68,39,15,50,48,76,97,49,69,77,55,61,10,34,13,42,60,37,65,57,36,11,84,0,48,52,89,48,43,38,105,34,70,31,48,79,34,88,36,74,14,47,21,
58,36,44,21,15,23,49,13,47,37,23,22,19,45,34,12,52,48,35,22,46,41,51,30,69,12,21,29,26,26,48,27,53,49,42,17,16,21,24,53,49,48,0,28,54,9,33,28,57,14,24,37,26,31,37,40,48,28,39,37,42,
29,44,67,34,13,25,77,25,62,65,48,45,47,53,47,39,79,55,63,46,58,16,74,52,97,16,39,47,4,54,58,49,62,71,14,19,35,49,16,62,76,52,28,0,81,37,11,51,70,25,47,24,53,50,58,56,69,30,50,63,58,
110,55,19,51,67,74,29,65,43,31,48,52,34,56,71,46,37,85,21,50,78,95,54,32,18,65,45,40,78,29,83,55,86,58,94,70,46,34,78,88,5,89,54,81,0,46,87,51,49,65,34,89,41,37,57,41,63,62,75,44,71,
67,40,39,25,24,28,40,18,47,28,15,15,12,49,32,3,42,47,27,14,43,50,43,28,60,21,23,29,35,17,47,21,51,41,51,23,19,12,31,52,42,48,9,37,46,0,41,20,57,19,21,43,17,31,30,40,42,35,37,29,38,
28,55,75,44,21,20,79,24,72,67,48,45,52,64,41,43,80,47,68,46,52,9,73,60,102,22,48,57,15,59,51,48,55,69,17,18,44,53,11,54,82,43,33,11,87,41,0,51,81,24,55,13,55,60,56,66,65,42,44,63,53,
79,61,51,46,40,31,31,26,65,21,5,6,25,69,20,18,30,34,30,6,27,60,23,45,59,37,43,48,51,25,32,4,35,21,65,33,39,22,39,37,46,38,28,51,51,20,51,0,75,26,39,46,10,49,9,59,21,56,24,12,20,
92,26,30,37,61,80,72,70,10,67,70,72,50,18,89,59,79,104,53,70,101,86,91,30,66,61,36,28,66,52,104,77,108,92,79,72,40,54,77,109,49,105,57,70,49,57,81,75,0,72,36,90,67,26,85,17,95,40,94,77,95,
53,50,58,35,17,9,55,1,62,43,24,20,31,59,23,19,55,35,45,22,35,34,49,45,79,15,35,44,26,36,36,23,41,45,39,6,31,31,13,41,61,34,14,25,65,19,24,26,72,0,38,24,30,46,33,55,43,40,27,38,33,
76,26,20,17,34,47,43,37,26,34,33,35,13,32,53,23,49,68,23,33,64,62,56,6,52,32,10,10,44,18,68,41,72,56,60,41,12,17,48,73,31,70,24,47,34,21,55,39,36,38,0,61,30,10,48,20,59,28,58,42,58,
38,66,81,52,29,15,77,24,81,66,46,42,55,75,33,43,77,35,69,44,41,19,67,67,103,29,55,64,28,60,39,43,43,62,30,20,51,55,13,42,85,31,37,24,89,43,13,46,90,24,61,0,53,67,50,74,57,53,34,59,43,
82,55,41,41,41,37,24,30,57,13,7,11,17,62,30,14,26,44,20,9,38,64,26,36,50,38,37,41,52,15,42,14,45,26,67,36,34,13,43,47,36,48,26,53,41,17,55,10,67,30,30,53,0,41,18,50,28,52,34,12,30,
77,18,19,16,39,55,52,45,16,44,44,45,24,22,63,33,58,78,32,44,75,66,67,6,56,38,12,3,47,28,78,51,82,67,62,48,16,28,54,83,35,79,31,50,37,31,60,49,26,46,10,67,41,0,59,9,70,25,68,52,69,
85,71,60,56,49,36,33,33,75,25,15,15,34,79,18,27,29,30,37,15,22,65,16,54,63,46,53,58,59,33,27,10,29,12,72,39,49,31,45,31,52,34,37,58,57,30,56,9,85,33,48,50,18,59,0,68,11,65,21,13,14,
81,15,21,22,45,63,59,53,7,52,53,55,33,15,72,42,66,87,39,53,84,72,76,14,60,44,19,10,52,37,87,60,91,76,66,55,23,37,61,92,40,88,40,56,41,40,66,59,17,55,20,74,50,9,68,0,79,27,77,61,78,
94,82,69,67,60,45,36,44,86,32,26,26,45,90,24,39,31,30,45,27,21,74,12,65,66,57,64,69,69,43,26,21,26,7,81,49,61,41,54,29,59,36,48,69,63,42,65,21,95,43,59,57,28,70,11,79,0,77,24,19,14,
53,14,44,11,24,45,70,38,32,59,50,50,37,22,62,38,75,75,51,50,74,46,78,29,80,25,17,22,26,44,76,56,80,76,39,37,18,41,41,81,59,74,28,30,62,35,42,56,40,40,28,53,52,25,65,27,77,0,66,64,71,
72,75,74,60,44,25,54,28,84,45,27,24,46,84,5,35,50,10,54,26,8,52,35,65,83,42,59,66,51,48,9,20,14,30,61,32,55,44,34,14,70,14,39,50,75,37,44,24,94,27,58,34,34,68,21,77,24,66,0,33,10,
91,66,50,53,51,44,20,39,68,13,15,18,28,74,30,26,18,43,26,17,35,72,14,47,50,48,49,52,62,24,40,16,42,15,77,45,46,24,52,44,40,47,37,63,44,29,63,12,77,38,42,59,12,52,13,61,19,64,33,0,27,
81,78,72,63,50,33,47,34,85,39,25,23,45,87,11,36,42,16,50,24,8,61,26,65,77,48,61,67,59,45,13,17,15,21,69,39,57,42,42,17,66,21,42,58,71,38,53,20,95,33,58,43,30,69,14,78,14,71,10,27,0,
